first_name,last_name,email,phone,address_line,city,state,postal_code,country
Lucas,Hernandez,lucashernandez152@example.com,+1 (848) 216-9693,"1351 Cedar Ln, Apt 131",Denver,CO,55793,USA
James,taylor, jamestaylor208@example.com ,1-709-123-2475,8271 Sunset Blvd Apt 79,Miami,FL,76249,USA
Olivia,Garcia,oliviagarcia141@example.com,+1 (610) 171-3324,"9378 Oak St, Apt 169",Denver,CO,22026,USA
Liam,Wilson,liamwilson90@example.com,+1 (226) 193-4750,"9991 Oak St, Apt 65",Chicago,IL,98117,USA
 NOAH ,anderson,NOAHANDERSON125@EXAMPLE.COM,1-854-711-1349,3575 Oak St Apt 165,SEATTLE,WA,53713,USA
Emma,Davis,emmadavis6@example.com,+1 (664) 750-6977,"6327 Pine Rd, Apt 72",Seattle,WA,58520,USA
 LIAM ,martinez,liammartinez108@example.com,+1 (349) 350-9702,6241 Sunset Blvd Apt 111,Chicago,IL,84177,USA
Evelyn,Brown,evelynbrown104@example.com,+1 (347) 519-3529,"351 Maple Ave, Apt 185",Miami,FL,71537,USA
Olivia,Johnson,oliviajohnson131@example.com,+1 (902) 210-9032,"6680 Hillcrest Way, Apt 110",Miami,FL,19632,USA
 EMMA ,hernandez,EMMAHERNANDEZ94@EXAMPLE.COM,1-991-513-9431,"5396 Oak St, Apt 30",PHOENIX,AZ,96200,USA
Abigail,Miller,abigailmiller142@example.com,+1 (549) 261-7062,"6978 Elm St, Apt 117",Atlanta,GA,52517,USA
Lucas,Martin,lucasmartin114@example.com,+1 (394) 735-5106,"3688 Pine Rd, Apt 163",Chicago,IL,92345,USA
Ava,Davis,avadavis110@example.com,+1 (461) 782-1153,"4261 Hillcrest Way, Apt 118",Miami,FL,47700,USA
Benjamin,Miller,benjaminmiller47@example.com,+1 (880) 438-6143,"7166 Maple Ave, Apt 18",Chicago,IL,49363,USA
Ava,Jackson,avajackson22@example.com,+1 (684) 926-7669,"4081 Cedar Ln, Apt 201",Miami,FL,22363,USA
Ella,Brown,ellabrown33@example.com,+1 (718) 371-3170,"8908 Lakeview Dr, Apt 55",Seattle,WA,19016,USA
Benjamin,Smith,benjaminsmith26@example.com,+1 (616) 597-8886,"3972 Cedar Ln, Apt 43",Seattle,WA,62565,USA
Henry,Brown,henrybrown69@example.com,+1 (638) 777-7071,"5788 Maple Ave, Apt 137",Austin,TX,76317,USA
 ABIGAIL ,martinez,ABIGAILMARTINEZ48@EXAMPLE.COM,1-913-402-3085,"5444 Cedar Ln, Apt 104",Atlanta,GA,65108,USA
Ella,Wilson,ellawilson92@example.com,+1 (556) 518-6460,"1594 Lakeview Dr, Apt 121",Miami,FL,97835,USA
Olivia,Gonzalez,oliviagonzalez113@example.com,+1 (902) 896-1803,"232 Hillcrest Way, Apt 145",Phoenix,AZ,47512,USA
 EMMA ,thomas,emmathomas65@example.com,1-558-329-2124,8937 Oak St Apt 14,Austin,TX,14067,USA
 ELIJAH ,jackson,ELIJAHJACKSON201@EXAMPLE.COM,1-839-837-6531,2904 Oak St Apt 169,Denver,CO,13718,USA
Ethan,Johnson,ethanjohnson1@example.com,+1 (438) 617-1434,"1635 Cedar Ln, Apt 56",Austin,TX,95181,USA
Noah,Wilson,noahwilson23@example.com,+1 (678) 984-1887,"7039 Maple Ave, Apt 106",Chicago,IL,17944,USA
Liam,Garcia,liamgarcia27@example.com,+1 (471) 902-8454,"135 Elm St, Apt 100",Atlanta,GA,65444,USA
Logan,Wilson,loganwilson184@example.com,+1 (547) 291-9129,"7304 Hillcrest Way, Apt 99",Atlanta,GA,58148,USA
Ella,Jones,ellajones162@example.com,+1 (915) 778-7421,"5182 Pine Rd, Apt 168",Chicago,IL,87993,USA
Ava,Martinez,avamartinez199@example.com,+1 (926) 330-6669,"2753 Elm St, Apt 83",Denver,CO,20336,USA
 EVELYN ,taylor,EVELYNTAYLOR171@EXAMPLE.COM,+1 (427) 936-8391,7267 Lakeview Dr Apt 24,Denver,CO,13495,USA
 NOAH ,Lopez, noahlopez139@example.com ,1-485-687-4705,1982 Sunset Blvd Apt 196,Chicago,IL,83526,USA
Benjamin,Garcia,benjamingarcia78@example.com,+1 (695) 383-9595,"3645 Elm St, Apt 190",Boston,MA,23176,USA
Liam,Jackson,liamjackson137@example.com,+1 (562) 994-7929,"2102 Oak St, Apt 106",Chicago,IL,47700,USA
Elijah,Brown,elijahbrown42@example.com,+1 (681) 327-4269,"734 Hillcrest Way, Apt 220",Atlanta,GA,55830,USA
Liam,Williams,liamwilliams37@example.com,+1 (203) 441-3143,"4633 Elm St, Apt 12",Atlanta,GA,31178,USA
Lucas,Jones,lucasjones126@example.com,+1 (983) 667-4394,"1224 Cedar Ln, Apt 213",Boston,MA,40539,USA
Noah,Davis,noahdavis151@example.com,+1 (736) 180-7484,"9748 Elm St, Apt 103",Atlanta,GA,54500,USA
Mason,Davis,masondavis43@example.com,+1 (397) 508-6378,"487 Elm St, Apt 169",Boston,MA,19099,USA
Benjamin,Moore,benjaminmoore194@example.com,+1 (361) 828-3852,"5014 Lakeview Dr, Apt 218",Phoenix,AZ,76683,USA
Benjamin,Anderson,benjaminanderson95@example.com,+1 (730) 470-9167,"988 Hillcrest Way, Apt 49",Atlanta,GA,16764,USA
Liam,johnson, liamjohnson80@example.com ,1-970-602-2680,"2168 Oak St, Apt 164",Phoenix,AZ,85243,USA
Noah,Rodriguez,noahrodriguez192@example.com,+1 (826) 392-9047,"7411 Cedar Ln, Apt 55",Phoenix,AZ,26074,USA
Sophia,Johnson,sophiajohnson182@example.com,+1 (517) 627-7524,"786 Hillcrest Way, Apt 81",Boston,MA,43202,USA
Amelia,Wilson,ameliawilson116@example.com,+1 (752) 997-6994,"3389 Elm St, Apt 34",Denver,CO,31567,USA
 LOGAN ,lopez,LOGANLOPEZ4@EXAMPLE.COM,1-670-649-3045,"811 Sunset Blvd, Apt 187",PHOENIX,AZ,20328,USA
 AVA ,jackson, avajackson22@example.com ,1-684-926-7669,"4081 Cedar Ln, Apt 201",MIAMI,FL,22363,USA
Noah,Lopez,noahlopez139@example.com,+1 (485) 687-4705,"1982 Sunset Blvd, Apt 196",Chicago,IL,83526,USA
Noah,Martinez,noahmartinez15@example.com,+1 (980) 265-9837,"2604 Oak St, Apt 96",Boston,MA,88504,USA
Liam,Wilson,liamwilson167@example.com,+1 (825) 391-8355,"3991 Cedar Ln, Apt 114",Chicago,IL,79993,USA
Benjamin,Martinez,benjaminmartinez203@example.com,+1 (901) 515-5873,"8012 Hillcrest Way, Apt 63",Phoenix,AZ,19564,USA
Ava,Thomas,avathomas174@example.com,+1 (219) 362-4533,"186 Pine Rd, Apt 21",Miami,FL,81932,USA
